,,time,Unnamed: 0,time.4,time.3,time.2,time.1,5.03 BN – Nordbrücke (Südseite),5.04 BN – Nordbrücke (Nordseite),5.05 BN - Südbrücke (Südseite),5.06 BN – Südbrücke (Nordseite),5.07 BN - Estermannufer,5.10 BN – Bröhltalweg,5.11 BN - Brühler Straße,5.08 BN - Von-Sandt-Ufer,5.09 BN - Rhenusallee,5.01 BN – Kennedybrücke (Nordseite),5.02 BN - Kennedybrücke (Südseite) Barometer,Kennedybrücke,5.14 BN - Mc Cloy Weg,5.15 BN - Weg auf Damm Neil,5.13 BN - Wilhelm-Spiritus-Ufer,Südbrücke,Nordbrücke
32057,32057,32057,32057,32057,32057,32057,30.11.2019 23:15,0,0,2,1,0,1,1,2,3,13,22,35,0,2,1,3,0
32058,32058,32058,32058,32058,32058,32058,30.11.2019 23:30,0,0,3,3,0,1,3,1,0,8,20,28,0,2,2,6,0
32059,32059,32059,32059,32059,32059,32059,30.11.2019 23:45,0,0,1,1,0,2,4,1,1,1,14,15,0,1,0,2,0
32060,32060,32060,32060,32060,32060,32060,01.12.2019 00:00,2,0,2,2,0,0,4,1,2,3,11,14,0,0,2,4,2
32061,32061,32061,32061,32061,32061,32061,01.12.2019 00:15,0,2,1,0,0,0,3,2,1,13,12,25,0,2,1,1,2
32062,32062,32062,32062,32062,32062,32062,01.12.2019 00:30,0,0,0,1,0,0,0,0,0,5,15,20,1,0,0,1,0
32063,32063,32063,32063,32063,32063,32063,01.12.2019 00:45,0,0,4,0,0,1,2,0,2,6,11,17,0,1,0,4,0
32064,32064,32064,32064,32064,32064,32064,01.12.2019 01:00,0,0,1,1,0,0,1,0,1,2,24,26,0,1,0,2,0
32065,32065,32065,32065,32065,32065,32065,01.12.2019 01:15,1,0,1,1,0,0,0,0,1,1,19,20,0,1,4,2,1
32066,32066,32066,32066,32066,32066,32066,01.12.2019 01:30,0,0,1,0,0,0,0,0,0,5,16,21,0,0,3,1,0
32067,32067,32067,32067,32067,32067,32067,01.12.2019 01:45,0,0,1,2,0,1,0,1,1,3,4,7,0,0,0,3,0
32068,32068,32068,32068,32068,32068,32068,01.12.2019 02:00,0,0,0,3,0,0,0,0,0,4,5,9,0,0,0,3,0
32069,32069,32069,32069,32069,32069,32069,01.12.2019 02:15,0,0,0,1,0,0,2,0,0,8,6,14,0,0,0,1,0
32070,32070,32070,32070,32070,32070,32070,01.12.2019 02:30,0,0,0,0,0,1,1,0,0,2,8,10,0,0,0,0,0
32071,32071,32071,32071,32071,32071,32071,01.12.2019 02:45,3,0,0,0,1,0,2,0,0,1,7,8,0,0,2,0,3
32072,32072,32072,32072,32072,32072,32072,01.12.2019 03:00,0,0,0,0,0,1,0,1,0,1,8,9,0,0,0,0,0
32073,32073,32073,32073,32073,32073,32073,01.12.2019 03:15,0,0,0,0,0,0,1,0,0,4,7,11,1,0,0,0,0
32074,32074,32074,32074,32074,32074,32074,01.12.2019 03:30,0,0,0,0,0,0,1,0,0,0,6,6,0,0,0,0,0
32075,32075,32075,32075,32075,32075,32075,01.12.2019 03:45,0,0,0,0,0,0,1,0,0,1,3,4,0,0,0,0,0
32076,32076,32076,32076,32076,32076,32076,01.12.2019 04:00,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
32077,32077,32077,32077,32077,32077,32077,01.12.2019 04:15,0,0,0,0,0,0,3,0,0,0,2,2,0,0,1,0,0
32078,32078,32078,32078,32078,32078,32078,01.12.2019 04:30,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0
32079,32079,32079,32079,32079,32079,32079,01.12.2019 04:45,0,0,0,0,0,0,0,0,0,2,2,4,0,0,0,0,0
32080,32080,32080,32080,32080,32080,32080,01.12.2019 05:00,0,0,0,2,0,1,0,0,0,0,7,7,0,0,0,2,0
32081,32081,32081,32081,32081,32081,32081,01.12.2019 05:15,0,2,0,0,0,2,0,0,0,0,7,7,0,0,3,0,2
32082,32082,32082,32082,32082,32082,32082,01.12.2019 05:30,0,0,2,3,4,0,1,0,3,0,2,2,0,1,1,5,0
32083,32083,32083,32083,32083,32083,32083,01.12.2019 05:45,0,1,0,0,0,0,4,0,0,4,5,9,0,2,1,0,1
32084,32084,32084,32084,32084,32084,32084,01.12.2019 06:00,0,1,2,0,0,1,0,2,2,1,5,6,1,0,0,2,1
32085,32085,32085,32085,32085,32085,32085,01.12.2019 06:15,1,0,1,0,0,0,1,1,0,3,0,3,0,0,0,1,1
32086,32086,32086,32086,32086,32086,32086,01.12.2019 06:30,0,0,0,0,0,0,0,0,0,2,2,4,1,0,1,0,0
32087,32087,32087,32087,32087,32087,32087,01.12.2019 06:45,0,1,0,1,2,0,0,0,0,1,2,3,0,0,3,1,1
32088,32088,32088,32088,32088,32088,32088,01.12.2019 07:00,1,0,0,0,1,0,2,1,2,1,0,1,1,3,1,0,1
32089,32089,32089,32089,32089,32089,32089,01.12.2019 07:15,0,0,5,1,1,0,0,2,1,1,3,4,0,0,3,6,0
32090,32090,32090,32090,32090,32090,32090,01.12.2019 07:30,1,0,2,0,2,1,0,0,1,1,2,3,2,1,3,2,1
32091,32091,32091,32091,32091,32091,32091,01.12.2019 07:45,2,0,3,1,0,0,1,5,0,2,7,9,1,0,2,4,2
32092,32092,32092,32092,32092,32092,32092,01.12.2019 08:00,0,0,3,1,0,0,1,0,0,0,2,2,2,2,1,4,0
32093,32093,32093,32093,32093,32093,32093,01.12.2019 08:15,0,0,4,2,1,0,4,2,7,2,6,8,2,4,1,6,0
32094,32094,32094,32094,32094,32094,32094,01.12.2019 08:30,2,3,2,0,0,1,3,1,1,11,8,19,3,6,4,2,5
32095,32095,32095,32095,32095,32095,32095,01.12.2019 08:45,0,1,2,2,1,2,1,2,6,3,11,14,0,2,8,4,1
32096,32096,32096,32096,32096,32096,32096,01.12.2019 09:00,2,3,3,2,0,4,7,2,7,8,6,14,3,3,0,5,5
32097,32097,32097,32097,32097,32097,32097,01.12.2019 09:15,7,4,7,3,1,1,2,2,10,6,10,16,4,3,6,10,11
32098,32098,32098,32098,32098,32098,32098,01.12.2019 09:30,2,3,4,1,0,4,8,4,8,20,19,39,1,6,10,5,5
32099,32099,32099,32099,32099,32099,32099,01.12.2019 09:45,4,1,9,6,0,4,1,5,7,12,12,24,4,17,10,15,5
32100,32100,32100,32100,32100,32100,32100,01.12.2019 10:00,5,4,4,2,1,3,2,12,12,19,10,29,13,14,10,6,9
32101,32101,32101,32101,32101,32101,32101,01.12.2019 10:15,9,14,12,7,2,5,9,14,14,17,18,35,8,11,6,19,23
32102,32102,32102,32102,32102,32102,32102,01.12.2019 10:30,5,14,4,4,0,3,3,14,12,11,23,34,5,16,9,8,19
32103,32103,32103,32103,32103,32103,32103,01.12.2019 10:45,4,3,8,7,3,7,7,11,14,22,47,69,5,13,11,15,7
32104,32104,32104,32104,32104,32104,32104,01.12.2019 11:00,6,1,5,7,2,6,2,9,17,9,20,29,1,4,8,12,7
32105,32105,32105,32105,32105,32105,32105,01.12.2019 11:15,4,6,1,4,2,6,6,11,10,10,18,28,5,12,12,5,10
32106,32106,32106,32106,32106,32106,32106,01.12.2019 11:30,4,1,4,6,4,2,7,13,12,19,20,39,9,16,14,10,5
32107,32107,32107,32107,32107,32107,32107,01.12.2019 11:45,8,10,5,5,2,3,9,12,14,13,25,38,4,15,10,10,18
32108,32108,32108,32108,32108,32108,32108,01.12.2019 12:00,12,2,8,9,6,10,4,9,7,22,27,49,8,16,15,17,14
32109,32109,32109,32109,32109,32109,32109,01.12.2019 12:15,6,0,11,8,3,4,7,19,19,15,29,44,8,14,11,19,6
32110,32110,32110,32110,32110,32110,32110,01.12.2019 12:30,3,3,5,9,10,5,4,12,12,10,42,52,6,14,13,14,6
32111,32111,32111,32111,32111,32111,32111,01.12.2019 12:45,6,7,10,6,4,4,8,12,14,26,38,64,5,10,18,16,13
32112,32112,32112,32112,32112,32112,32112,01.12.2019 13:00,10,5,13,6,6,3,5,10,11,26,28,54,18,11,17,19,15
32113,32113,32113,32113,32113,32113,32113,01.12.2019 13:15,9,1,10,8,8,5,4,8,9,15,30,45,10,13,13,18,10
32114,32114,32114,32114,32114,32114,32114,01.12.2019 13:30,4,7,8,9,3,5,10,13,20,29,30,59,9,19,12,17,11
32115,32115,32115,32115,32115,32115,32115,01.12.2019 13:45,5,10,10,24,8,5,6,15,13,18,27,45,8,6,23,34,15
32116,32116,32116,32116,32116,32116,32116,01.12.2019 14:00,4,2,16,8,10,7,5,14,15,25,33,58,16,8,14,24,6
32117,32117,32117,32117,32117,32117,32117,01.12.2019 14:15,7,7,8,8,1,6,5,14,18,26,25,51,11,17,18,16,14
32118,32118,32118,32118,32118,32118,32118,01.12.2019 14:30,8,9,12,7,4,5,3,7,20,24,35,59,7,17,15,19,17
32119,32119,32119,32119,32119,32119,32119,01.12.2019 14:45,9,3,9,13,6,11,5,12,18,19,36,55,11,16,21,22,12
32120,32120,32120,32120,32120,32120,32120,01.12.2019 15:00,8,4,8,5,2,4,8,6,17,24,39,63,2,14,27,13,12
32121,32121,32121,32121,32121,32121,32121,01.12.2019 15:15,9,4,17,13,5,8,7,10,29,15,33,48,12,15,12,30,13
32122,32122,32122,32122,32122,32122,32122,01.12.2019 15:30,8,6,2,4,6,6,2,14,16,19,59,78,4,38,17,6,14
32123,32123,32123,32123,32123,32123,32123,01.12.2019 15:45,4,3,7,10,8,9,6,11,20,25,39,64,11,9,14,17,7
32124,32124,32124,32124,32124,32124,32124,01.12.2019 16:00,2,3,4,8,1,7,9,12,8,21,46,67,10,14,20,12,5
32125,32125,32125,32125,32125,32125,32125,01.12.2019 16:15,4,2,3,8,0,5,11,13,9,19,23,42,9,15,16,11,6
32126,32126,32126,32126,32126,32126,32126,01.12.2019 16:30,7,3,4,7,4,7,14,12,18,14,34,48,3,5,12,11,10
32127,32127,32127,32127,32127,32127,32127,01.12.2019 16:45,5,1,9,3,4,2,6,5,10,22,33,55,2,7,15,12,6
32128,32128,32128,32128,32128,32128,32128,01.12.2019 17:00,2,4,6,8,1,2,3,2,4,17,32,49,2,7,3,14,6
32129,32129,32129,32129,32129,32129,32129,01.12.2019 17:15,4,2,4,5,3,6,3,2,9,22,56,78,6,13,9,9,6
32130,32130,32130,32130,32130,32130,32130,01.12.2019 17:30,7,1,2,0,4,3,5,5,6,28,33,61,2,3,3,2,8
32131,32131,32131,32131,32131,32131,32131,01.12.2019 17:45,3,2,6,4,1,5,2,5,2,17,34,51,2,8,7,10,5
32132,32132,32132,32132,32132,32132,32132,01.12.2019 18:00,3,3,1,3,0,3,7,1,7,20,22,42,7,6,8,4,6
32133,32133,32133,32133,32133,32133,32133,01.12.2019 18:15,4,0,4,0,0,1,11,2,6,26,30,56,4,4,5,4,4
32134,32134,32134,32134,32134,32134,32134,01.12.2019 18:30,0,4,13,3,0,0,8,1,7,18,32,50,1,4,1,16,4
32135,32135,32135,32135,32135,32135,32135,01.12.2019 18:45,2,1,0,1,0,3,2,1,4,15,29,44,0,6,6,1,3
32136,32136,32136,32136,32136,32136,32136,01.12.2019 19:00,2,2,0,2,1,4,7,1,3,10,27,37,2,6,3,2,4
32137,32137,32137,32137,32137,32137,32137,01.12.2019 19:15,2,0,3,1,0,2,1,3,0,13,14,27,0,3,1,4,2
32138,32138,32138,32138,32138,32138,32138,01.12.2019 19:30,2,3,6,3,0,0,1,0,4,6,25,31,1,4,7,9,5
32139,32139,32139,32139,32139,32139,32139,01.12.2019 19:45,1,0,3,4,0,3,2,3,3,9,20,29,2,4,4,7,1
32140,32140,32140,32140,32140,32140,32140,01.12.2019 20:00,3,2,3,3,0,0,1,0,7,11,22,33,0,3,3,6,5
32141,32141,32141,32141,32141,32141,32141,01.12.2019 20:15,1,0,1,3,1,1,0,1,0,9,11,20,0,2,4,4,1
32142,32142,32142,32142,32142,32142,32142,01.12.2019 20:30,1,0,2,2,0,3,2,2,3,3,21,24,0,4,0,4,1
32143,32143,32143,32143,32143,32143,32143,01.12.2019 20:45,1,0,2,4,0,0,3,1,3,6,14,20,0,2,4,6,1
32144,32144,32144,32144,32144,32144,32144,01.12.2019 21:00,0,1,0,2,0,1,1,3,1,6,15,21,3,1,1,2,1
32145,32145,32145,32145,32145,32145,32145,01.12.2019 21:15,0,0,5,0,0,1,1,0,0,12,17,29,0,1,3,5,0
32146,32146,32146,32146,32146,32146,32146,01.12.2019 21:30,1,0,3,0,0,3,1,1,0,5,16,21,1,2,2,3,1
32147,32147,32147,32147,32147,32147,32147,01.12.2019 21:45,1,1,1,2,0,1,1,0,1,0,18,18,0,2,3,3,2
32148,32148,32148,32148,32148,32148,32148,01.12.2019 22:00,0,0,5,0,1,4,2,4,0,13,10,23,0,0,0,5,0
32149,32149,32149,32149,32149,32149,32149,01.12.2019 22:15,0,0,0,1,0,0,3,0,0,4,10,14,1,0,0,1,0
32150,32150,32150,32150,32150,32150,32150,01.12.2019 22:30,0,2,2,0,0,0,2,3,0,2,13,15,0,1,1,2,2
32151,32151,32151,32151,32151,32151,32151,01.12.2019 22:45,0,0,0,0,0,2,0,1,1,4,7,11,0,1,2,0,0
32152,32152,32152,32152,32152,32152,32152,01.12.2019 23:00,0,1,1,0,0,0,1,0,0,2,7,9,0,0,0,1,1
32153,32153,32153,32153,32153,32153,32153,01.12.2019 23:15,0,0,0,2,0,0,1,0,0,2,3,5,0,0,0,2,0
32154,32154,32154,32154,32154,32154,32154,01.12.2019 23:30,1,0,2,1,0,0,1,0,0,3,3,6,0,0,1,3,1
32155,32155,32155,32155,32155,32155,32155,01.12.2019 23:45,0,0,0,1,0,1,1,0,1,1,5,6,0,1,0,1,0
32156,32156,32156,32156,32156,32156,32156,02.12.2019 00:00,0,0,0,0,0,0,1,0,0,3,1,4,0,0,0,0,0
32157,32157,32157,32157,32157,32157,32157,02.12.2019 00:15,1,0,0,0,0,0,1,0,0,1,2,3,0,0,1,0,1
32158,32158,32158,32158,32158,32158,32158,02.12.2019 00:30,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
32159,32159,32159,32159,32159,32159,32159,02.12.2019 00:45,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
32160,32160,32160,32160,32160,32160,32160,02.12.2019 01:00,1,0,0,0,0,0,1,0,0,0,5,5,0,0,0,0,1
32161,32161,32161,32161,32161,32161,32161,02.12.2019 01:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32162,32162,32162,32162,32162,32162,32162,02.12.2019 01:30,0,0,0,0,0,0,0,0,1,1,2,3,0,0,0,0,0
32163,32163,32163,32163,32163,32163,32163,02.12.2019 01:45,0,0,0,0,0,0,0,0,0,1,1,2,0,1,0,0,0
32164,32164,32164,32164,32164,32164,32164,02.12.2019 02:00,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
32165,32165,32165,32165,32165,32165,32165,02.12.2019 02:15,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0
32166,32166,32166,32166,32166,32166,32166,02.12.2019 02:30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
32167,32167,32167,32167,32167,32167,32167,02.12.2019 02:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32168,32168,32168,32168,32168,32168,32168,02.12.2019 03:00,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2
32169,32169,32169,32169,32169,32169,32169,02.12.2019 03:15,1,0,0,0,0,0,0,0,0,2,1,3,0,0,0,0,1
32170,32170,32170,32170,32170,32170,32170,02.12.2019 03:30,0,0,2,0,0,0,0,0,0,2,0,2,0,0,0,2,0
32171,32171,32171,32171,32171,32171,32171,02.12.2019 03:45,0,0,0,0,0,0,2,1,0,1,1,2,0,0,0,0,0
32172,32172,32172,32172,32172,32172,32172,02.12.2019 04:00,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
32173,32173,32173,32173,32173,32173,32173,02.12.2019 04:15,0,0,0,0,0,1,0,0,1,0,2,2,0,0,0,0,0
32174,32174,32174,32174,32174,32174,32174,02.12.2019 04:30,0,0,1,2,0,0,0,0,0,2,0,2,0,0,0,3,0
32175,32175,32175,32175,32175,32175,32175,02.12.2019 04:45,1,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,1
32176,32176,32176,32176,32176,32176,32176,02.12.2019 05:00,1,5,2,0,0,1,1,0,0,0,5,5,0,0,0,2,6
32177,32177,32177,32177,32177,32177,32177,02.12.2019 05:15,3,3,3,0,1,0,2,2,2,4,3,7,2,0,3,3,6
32178,32178,32178,32178,32178,32178,32178,02.12.2019 05:30,4,4,10,6,1,1,4,2,4,14,11,25,1,5,3,16,8
32179,32179,32179,32179,32179,32179,32179,02.12.2019 05:45,3,5,9,5,2,0,5,5,3,12,13,25,0,2,7,14,8
32180,32180,32180,32180,32180,32180,32180,02.12.2019 06:00,2,5,11,5,5,1,6,0,1,16,13,29,3,2,6,16,7
32181,32181,32181,32181,32181,32181,32181,02.12.2019 06:15,5,5,13,11,4,4,9,7,8,25,19,44,3,9,7,24,10
32182,32182,32182,32182,32182,32182,32182,02.12.2019 06:30,5,6,12,19,5,4,20,3,13,25,40,65,6,9,10,31,11
32183,32183,32183,32183,32183,32183,32183,02.12.2019 06:45,13,6,20,19,6,4,11,15,17,39,25,64,4,12,19,39,19
32184,32184,32184,32184,32184,32184,32184,02.12.2019 07:00,7,11,31,13,9,2,9,19,14,55,46,101,8,25,32,44,18
32185,32185,32185,32185,32185,32185,32185,02.12.2019 07:15,10,13,44,42,11,7,24,20,41,70,77,147,10,29,38,86,23
32186,32186,32186,32186,32186,32186,32186,02.12.2019 07:30,24,14,45,44,13,23,29,33,44,131,90,221,20,57,63,89,38
32187,32187,32187,32187,32187,32187,32187,02.12.2019 07:45,24,12,67,50,16,12,36,45,50,106,123,229,19,65,81,117,36
32188,32188,32188,32188,32188,32188,32188,02.12.2019 08:00,21,10,57,59,7,8,27,38,48,100,100,200,16,34,93,116,31
32189,32189,32189,32189,32189,32189,32189,02.12.2019 08:15,11,7,71,58,7,15,24,58,48,100,102,202,17,38,99,129,18
32190,32190,32190,32190,32190,32190,32190,02.12.2019 08:30,10,6,56,54,4,16,29,34,41,91,100,191,8,38,98,110,16
32191,32191,32191,32191,32191,32191,32191,02.12.2019 08:45,15,3,55,55,12,10,23,31,56,81,94,175,13,45,103,110,18
32192,32192,32192,32192,32192,32192,32192,02.12.2019 09:00,12,8,44,29,3,7,17,27,26,49,73,122,8,29,63,73,20
32193,32193,32193,32193,32193,32193,32193,02.12.2019 09:15,2,7,18,32,6,13,12,14,26,31,50,81,4,36,61,50,9
32194,32194,32194,32194,32194,32194,32194,02.12.2019 09:30,8,0,16,15,1,2,12,9,26,43,54,97,9,12,31,31,8
32195,32195,32195,32195,32195,32195,32195,02.12.2019 09:45,6,2,6,12,2,4,12,10,15,32,58,90,9,14,22,18,8
32196,32196,32196,32196,32196,32196,32196,02.12.2019 10:00,6,4,12,15,0,2,12,12,8,32,38,70,7,5,15,27,10
32197,32197,32197,32197,32197,32197,32197,02.12.2019 10:15,4,3,12,7,3,6,7,9,5,25,52,77,7,12,8,19,7
32198,32198,32198,32198,32198,32198,32198,02.12.2019 10:30,5,1,7,11,5,3,7,10,15,33,47,80,3,15,18,18,6
32199,32199,32199,32199,32199,32199,32199,02.12.2019 10:45,2,2,10,15,2,1,9,7,10,28,40,68,5,7,12,25,4
32200,32200,32200,32200,32200,32200,32200,02.12.2019 11:00,2,0,11,3,0,6,8,7,10,30,33,63,7,9,7,14,2
32201,32201,32201,32201,32201,32201,32201,02.12.2019 11:15,3,0,5,6,1,5,11,10,11,28,45,73,8,6,9,11,3
32202,32202,32202,32202,32202,32202,32202,02.12.2019 11:30,6,0,9,11,2,4,6,11,12,22,36,58,4,13,16,20,6
32203,32203,32203,32203,32203,32203,32203,02.12.2019 11:45,5,3,7,8,3,4,14,7,14,30,55,85,1,16,21,15,8
32204,32204,32204,32204,32204,32204,32204,02.12.2019 12:00,4,4,8,12,5,2,11,9,7,27,56,83,5,13,15,20,8
32205,32205,32205,32205,32205,32205,32205,02.12.2019 12:15,4,0,8,13,1,1,7,13,12,25,38,63,10,11,20,21,4
32206,32206,32206,32206,32206,32206,32206,02.12.2019 12:30,1,1,7,11,2,4,10,11,12,29,51,80,1,20,23,18,2
32207,32207,32207,32207,32207,32207,32207,02.12.2019 12:45,3,2,11,8,3,8,11,3,6,19,49,68,4,13,20,19,5
32208,32208,32208,32208,32208,32208,32208,02.12.2019 13:00,2,4,14,17,0,3,12,11,11,32,54,86,10,8,24,31,6
32209,32209,32209,32209,32209,32209,32209,02.12.2019 13:15,7,1,15,8,3,5,13,10,15,21,78,99,7,24,30,23,8
32210,32210,32210,32210,32210,32210,32210,02.12.2019 13:30,6,3,12,13,3,9,8,9,11,25,66,91,3,15,21,25,9
32211,32211,32211,32211,32211,32211,32211,02.12.2019 13:45,3,2,16,15,1,3,19,12,14,38,76,114,8,13,26,31,5
32212,32212,32212,32212,32212,32212,32212,02.12.2019 14:00,6,0,14,21,4,5,15,12,15,37,60,97,3,22,24,35,6
32213,32213,32213,32213,32213,32213,32213,02.12.2019 14:15,9,1,11,13,2,4,9,10,10,17,71,88,3,15,13,24,10
32214,32214,32214,32214,32214,32214,32214,02.12.2019 14:30,5,11,19,10,8,1,10,14,8,19,65,84,3,14,28,29,16
32215,32215,32215,32215,32215,32215,32215,02.12.2019 14:45,6,3,16,19,2,7,16,9,10,23,60,83,7,16,16,35,9
32216,32216,32216,32216,32216,32216,32216,02.12.2019 15:00,6,5,19,17,1,9,8,6,25,21,64,85,5,19,22,36,11
32217,32217,32217,32217,32217,32217,32217,02.12.2019 15:15,10,4,31,28,8,2,13,12,16,29,75,104,8,14,28,59,14
32218,32218,32218,32218,32218,32218,32218,02.12.2019 15:30,7,4,22,23,4,12,19,13,22,27,71,98,2,19,25,45,11
32219,32219,32219,32219,32219,32219,32219,02.12.2019 15:45,10,3,24,24,5,8,17,11,23,38,79,117,6,19,37,48,13
32220,32220,32220,32220,32220,32220,32220,02.12.2019 16:00,10,3,27,32,6,7,23,12,19,36,95,131,4,16,45,59,13
32221,32221,32221,32221,32221,32221,32221,02.12.2019 16:15,18,8,39,21,8,9,18,27,21,43,104,147,9,24,32,60,26
32222,32222,32222,32222,32222,32222,32222,02.12.2019 16:30,14,8,40,22,6,13,19,31,27,44,108,152,12,21,44,62,22
32223,32223,32223,32223,32223,32223,32223,02.12.2019 16:45,19,5,41,28,14,8,21,31,39,51,117,168,13,34,59,69,24
32224,32224,32224,32224,32224,32224,32224,02.12.2019 17:00,16,5,31,34,8,11,15,25,44,40,101,141,13,38,44,65,21
32225,32225,32225,32225,32225,32225,32225,02.12.2019 17:15,9,12,42,34,5,12,17,22,29,53,145,198,6,25,67,76,21
32226,32226,32226,32226,32226,32226,32226,02.12.2019 17:30,12,7,47,47,11,18,18,24,34,68,98,166,12,28,61,94,19
32227,32227,32227,32227,32227,32227,32227,02.12.2019 17:45,11,5,34,35,6,12,13,33,30,59,148,207,8,29,69,69,16
32228,32228,32228,32228,32228,32228,32228,02.12.2019 18:00,10,5,33,25,2,5,17,24,21,34,125,159,15,25,71,58,15
32229,32229,32229,32229,32229,32229,32229,02.12.2019 18:15,13,4,33,30,5,10,18,19,30,47,121,168,5,23,49,63,17
32230,32230,32230,32230,32230,32230,32230,02.12.2019 18:30,5,8,30,24,4,8,13,15,29,34,108,142,11,25,52,54,13
32231,32231,32231,32231,32231,32231,32231,02.12.2019 18:45,12,4,25,20,3,11,20,9,23,41,75,116,5,26,33,45,16
32232,32232,32232,32232,32232,32232,32232,02.12.2019 19:00,4,4,16,10,3,4,11,8,8,32,69,101,3,13,34,26,8
32233,32233,32233,32233,32233,32233,32233,02.12.2019 19:15,3,5,10,13,3,4,26,8,15,26,89,115,9,15,23,23,8
32234,32234,32234,32234,32234,32234,32234,02.12.2019 19:30,2,1,12,11,3,2,10,8,9,27,62,89,3,15,19,23,3
32235,32235,32235,32235,32235,32235,32235,02.12.2019 19:45,6,3,4,8,1,3,7,7,4,26,61,87,2,10,15,12,9
32236,32236,32236,32236,32236,32236,32236,02.12.2019 20:00,1,2,10,6,2,3,6,4,4,21,60,81,4,5,8,16,3
32237,32237,32237,32237,32237,32237,32237,02.12.2019 20:15,1,2,4,3,2,2,6,3,8,26,48,74,0,9,13,7,3
32238,32238,32238,32238,32238,32238,32238,02.12.2019 20:30,1,1,5,0,1,4,6,3,7,12,40,52,1,8,3,5,2
32239,32239,32239,32239,32239,32239,32239,02.12.2019 20:45,0,0,7,1,1,5,8,4,4,15,30,45,1,15,5,8,0
32240,32240,32240,32240,32240,32240,32240,02.12.2019 21:00,1,1,3,6,0,0,11,5,7,11,31,42,1,3,4,9,2
32241,32241,32241,32241,32241,32241,32241,02.12.2019 21:15,1,2,5,5,0,2,3,0,4,18,34,52,1,5,5,10,3
32242,32242,32242,32242,32242,32242,32242,02.12.2019 21:30,1,0,3,6,0,2,3,4,0,12,32,44,2,0,5,9,1
32243,32243,32243,32243,32243,32243,32243,02.12.2019 21:45,1,0,4,1,0,1,2,0,1,13,40,53,0,7,4,5,1
32244,32244,32244,32244,32244,32244,32244,02.12.2019 22:00,2,1,2,2,0,0,5,2,5,9,30,39,1,2,4,4,3
32245,32245,32245,32245,32245,32245,32245,02.12.2019 22:15,0,2,4,2,0,0,6,0,0,17,24,41,0,3,3,6,2
32246,32246,32246,32246,32246,32246,32246,02.12.2019 22:30,1,0,1,2,0,0,2,2,2,13,22,35,0,0,2,3,1
32247,32247,32247,32247,32247,32247,32247,02.12.2019 22:45,0,0,5,0,0,0,3,1,1,7,14,21,2,4,0,5,0
32248,32248,32248,32248,32248,32248,32248,02.12.2019 23:00,1,0,0,3,0,3,3,0,0,8,19,27,0,1,1,3,1
32249,32249,32249,32249,32249,32249,32249,02.12.2019 23:15,0,1,0,0,0,2,2,0,1,4,16,20,0,1,2,0,1
32250,32250,32250,32250,32250,32250,32250,02.12.2019 23:30,0,0,1,0,0,0,2,0,0,2,4,6,0,0,1,1,0
32251,32251,32251,32251,32251,32251,32251,02.12.2019 23:45,0,0,1,0,0,0,1,0,0,2,8,10,0,0,2,1,0
32252,32252,32252,32252,32252,32252,32252,03.12.2019 00:00,2,0,0,0,0,1,1,0,1,5,6,11,0,0,0,0,2
32253,32253,32253,32253,32253,32253,32253,03.12.2019 00:15,0,0,1,0,0,0,0,1,0,2,6,8,1,0,1,1,0
32254,32254,32254,32254,32254,32254,32254,03.12.2019 00:30,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0
32255,32255,32255,32255,32255,32255,32255,03.12.2019 00:45,0,0,0,0,0,0,0,0,1,1,3,4,0,0,0,0,0
32256,32256,32256,32256,32256,32256,32256,03.12.2019 01:00,0,0,0,0,0,0,0,0,0,1,6,7,0,0,0,0,0
32257,32257,32257,32257,32257,32257,32257,03.12.2019 01:15,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
32258,32258,32258,32258,32258,32258,32258,03.12.2019 01:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32259,32259,32259,32259,32259,32259,32259,03.12.2019 01:45,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
32260,32260,32260,32260,32260,32260,32260,03.12.2019 02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32261,32261,32261,32261,32261,32261,32261,03.12.2019 02:15,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
32262,32262,32262,32262,32262,32262,32262,03.12.2019 02:30,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0
32263,32263,32263,32263,32263,32263,32263,03.12.2019 02:45,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0
